MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,OverallQual_square,MasVnrArea_square,TotalBsmtSF_square,1stFlrSF_square,GrLivArea_square,FullBath_square,TotRmsAbvGrd_square,Fireplaces_square,GarageCars_square,GarageArea_square,BsmtFinSF1_square,OverallQual_cube,MasVnrArea_cube,TotalBsmtSF_cube,1stFlrSF_cube,GrLivArea_cube,FullBath_cube,TotRmsAbvGrd_cube,Fireplaces_cube,GarageCars_cube,GarageArea_cube,BsmtFinSF1_cube,OverallQual_sqrt,MasVnrArea_sqrt,TotalBsmtSF_sqrt,1stFlrSF_sqrt,GrLivArea_sqrt,FullBath_sqrt,TotRmsAbvGrd_sqrt,Fireplaces_sqrt,GarageCars_sqrt,GarageArea_sqrt,BsmtFinSF1_sqrt
20,RL,65.0,11479,Pave,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,1987,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,104.0,Rec,387.0,172.0,663.0,GasA,Ex,Y,SBrkr,1074,0,0,1074,1.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1987.0,Unf,1.0,467.0,TA,TA,Y,0,52,52,0,0,0,NA,MnPrv,NA,0,6,2010,WD,Normal,36,0.0,439569.0,1153476,1153476,1,36,1,1.0,218089.0,10816.0,216,0.0,291434247.0,1238833224,1238833224,1,216,1,1.0,101847563.0,1124864.0,2.449489742783178,0.0,25.748786379167466,32.77193921634788,32.77193921634788,1.0,2.449489742783178,1.0,1.0,21.61018278497431,10.198039027185569
50,RL,50.0,9350,Pave,NA,Reg,Bnk,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1947,1979,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,192.0,Unf,0.0,564.0,756.0,GasA,Ex,Y,SBrkr,1169,0,362,1531,0.0,0.0,1,0,3,1,TA,8,Typ,1,TA,Detchd,1947.0,Unf,1.0,209.0,Fa,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,6,2010,WD,Normal,16,0.0,571536.0,1366561,2343961,1,64,1,1.0,43681.0,36864.0,64,0.0,432081216.0,1597509809,3588604291,1,512,1,1.0,9129329.0,7077888.0,2.0,0.0,27.49545416973504,34.19064199455752,39.1279950930277,1.0,2.8284271247461903,1.0,1.0,14.45683229480096,13.856406460551018
20,RL,75.0,9525,Pave,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,954.0,Unf,0.0,218.0,1172.0,GasA,TA,Y,SBrkr,1172,0,0,1172,1.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1954.0,Fin,1.0,366.0,TA,TA,Y,240,0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,25,0.0,1373584.0,1373584,1373584,1,25,0,1.0,133956.0,910116.0,125,0.0,1609840448.0,1609840448,1609840448,1,125,0,1.0,49027896.0,868250664.0,2.23606797749979,0.0,34.23448553724738,34.23448553724738,34.23448553724738,1.0,2.23606797749979,0.0,1.0,19.131126469708992,30.886890422961002
20,RL,44.0,17485,Pave,NA,IR2,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1346.0,Unf,0.0,162.0,1508.0,GasA,Ex,Y,SBrkr,1508,0,0,1508,1.0,0.0,1,0,1,1,Gd,5,Typ,2,TA,Attchd,2009.0,RFn,2.0,572.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,1,2010,Con,Partial,49,9216.0,2274064.0,2274064,2274064,1,25,4,4.0,327184.0,1811716.0,343,884736.0,3429288512.0,3429288512,3429288512,1,125,8,8.0,187149248.0,2438569736.0,2.6457513110645907,9.797958971132712,38.8329756778952,38.8329756778952,38.8329756778952,1.0,2.23606797749979,1.4142135623730951,1.4142135623730951,23.916521486202797,36.68787265568828
20,RL,60.0,11200,Pave,NA,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1250.0,1250.0,GasA,Ex,Y,SBrkr,1298,0,0,1298,0.0,0.0,2,0,3,1,TA,5,Typ,0,NA,Detchd,1964.0,Unf,2.0,504.0,TA,Fa,N,0,144,0,0,0,0,NA,NA,NA,0,6,2010,COD,Normal,25,0.0,1562500.0,1684804,1684804,4,25,0,4.0,254016.0,0.0,125,0.0,1953125000.0,2186875592,2186875592,8,125,0,8.0,128024064.0,0.0,2.23606797749979,0.0,35.35533905932738,36.02776706930364,36.02776706930364,1.4142135623730951,2.23606797749979,0.0,1.4142135623730951,22.44994432064365,0.0
20,RL,83.0,11980,Pave,NA,Reg,Low,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1433.0,Unf,0.0,0.0,1433.0,GasA,Ex,Y,SBrkr,1433,0,0,1433,1.0,0.0,1,1,1,1,Gd,4,Typ,2,TA,Attchd,1987.0,RFn,2.0,528.0,Gd,Gd,Y,0,278,0,0,266,0,NA,MnPrv,NA,0,6,2010,WD,Normal,49,31329.0,2053489.0,2053489,2053489,1,16,4,4.0,278784.0,2053489.0,343,5545233.0,2942649737.0,2942649737,2942649737,1,64,8,8.0,147197952.0,2942649737.0,2.6457513110645907,13.30413469565007,37.8549864614954,37.8549864614954,37.8549864614954,1.0,2.0,1.4142135623730951,1.4142135623730951,22.978250586152114,37.8549864614954
60,RL,87.0,12361,Pave,NA,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,Gd,Gd,PConc,Gd,TA,No,GLQ,860.0,Unf,0.0,86.0,946.0,GasA,Ex,Y,SBrkr,964,838,0,1802,0.0,1.0,2,1,3,1,Gd,8,Typ,1,Gd,2Types,2000.0,RFn,4.0,1017.0,TA,TA,Y,450,92,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,36,7225.0,894916.0,929296,3247204,4,64,1,16.0,1034289.0,739600.0,216,614125.0,846590536.0,895841344,5851461608,8,512,1,64.0,1051871913.0,636056000.0,2.449489742783178,9.219544457292887,30.757112998459398,31.04834939252005,42.44997055358225,1.4142135623730951,2.8284271247461903,1.0,2.0,31.89043743820395,29.32575659723036
20,RL,64.0,7360,Pave,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2010,2010,Gable,CompShg,VinylSd,VinylSd,Stone,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1198.0,1222.0,GasA,Ex,Y,SBrkr,1222,0,0,1222,0.0,0.0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2009.0,RFn,2.0,615.0,TA,TA,Y,0,54,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,49,6400.0,1493284.0,1493284,1493284,4,36,0,4.0,378225.0,576.0,343,512000.0,1824793048.0,1824793048,1824793048,8,216,0,8.0,232608375.0,13824.0,2.6457513110645907,8.94427190999916,34.95711658589707,34.95711658589707,34.95711658589707,1.4142135623730951,2.449489742783178,0.0,1.4142135623730951,24.79919353527449,4.898979485566356
50,RL,82.0,14235,Pave,NA,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Fa,Gd,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,TA,Y,SBrkr,831,614,0,1445,0.0,0.0,2,0,3,1,TA,6,Typ,0,NA,Detchd,1957.0,Unf,2.0,484.0,TA,TA,N,0,59,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,36,0.0,456976.0,690561,2088025,4,36,0,4.0,234256.0,0.0,216,0.0,308915776.0,573856191,3017196125,8,216,0,8.0,113379904.0,0.0,2.449489742783178,0.0,26.0,28.827070610799147,38.01315561749642,1.4142135623730951,2.449489742783178,0.0,1.4142135623730951,22.0,0.0
85,RL,82.0,11105,Pave,NA,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Fa,Av,GLQ,870.0,Unf,0.0,0.0,870.0,GasA,Gd,Y,SBrkr,965,0,0,965,1.0,0.0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1998.0,Unf,2.0,580.0,Gd,TA,Y,71,0,0,0,0,0,NA,GdPrv,NA,0,7,2010,WD,Normal,25,0.0,756900.0,931225,931225,1,16,0,4.0,336400.0,756900.0,125,0.0,658503000.0,898632125,898632125,1,64,0,8.0,195112000.0,658503000.0,2.23606797749979,0.0,29.49576240750525,31.064449134018133,31.064449134018133,1.0,2.0,0.0,1.4142135623730951,24.08318915758459,29.49576240750525
60,RL,60.0,9337,Pave,NA,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,353.0,Unf,0.0,525.0,878.0,GasA,Ex,Y,SBrkr,892,800,0,1692,0.0,0.0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,RFn,2.0,513.0,TA,TA,Y,0,39,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,49,0.0,770884.0,795664,2862864,4,64,1,4.0,263169.0,124609.0,343,0.0,676836152.0,709732288,4843965888,8,512,1,8.0,135005697.0,43986977.0,2.6457513110645907,0.0,29.631064780058107,29.866369046136157,41.13392760240627,1.4142135623730951,2.8284271247461903,1.0,1.4142135623730951,22.64950330581225,18.788294228055936
20,RL,38.0,15240,Pave,NA,IR1,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1977,2004,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,198.0,Rec,688.0,140.0,1026.0,GasA,Ex,Y,SBrkr,1026,0,0,1026,1.0,0.0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1977.0,Unf,1.0,308.0,TA,TA,Y,316,85,0,0,0,0,NA,MnPrv,NA,0,6,2010,WD,Normal,25,0.0,1052676.0,1052676,1052676,1,25,0,1.0,94864.0,39204.0,125,0.0,1080045576.0,1080045576,1080045576,1,125,0,1.0,29218112.0,7762392.0,2.23606797749979,0.0,32.03123475609393,32.03123475609393,32.03123475609393,1.0,2.23606797749979,0.0,1.0,17.549928774784245,14.071247279470288
20,RL,68.0,7480,Pave,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,480.0,Unf,0.0,396.0,876.0,GasA,TA,Y,SBrkr,876,0,0,876,1.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1977.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,6,2010,WD,Normal,25,0.0,767376.0,767376,767376,1,25,0,4.0,234256.0,230400.0,125,0.0,672221376.0,672221376,672221376,1,125,0,8.0,113379904.0,110592000.0,2.23606797749979,0.0,29.597297173897484,29.597297173897484,29.597297173897484,1.0,2.23606797749979,0.0,1.4142135623730951,22.0,21.908902300206645
20,RL,80.0,10389,Pave,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,No,GLQ,1682.0,Unf,0.0,296.0,1978.0,GasA,Ex,Y,SBrkr,1978,0,0,1978,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2003.0,RFn,3.0,850.0,TA,TA,Y,188,25,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,64,102400.0,3912484.0,3912484,3912484,4,64,1,9.0,722500.0,2829124.0,512,32768000.0,7738893352.0,7738893352,7738893352,8,512,1,27.0,614125000.0,4758586568.0,2.8284271247461903,17.88854381999832,44.474711915874174,44.474711915874174,44.474711915874174,1.4142135623730951,2.8284271247461903,1.0,1.7320508075688772,29.154759474226502,41.012193308819754
60,RL,75.0,9375,Pave,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1040.0,1040.0,GasA,Ex,Y,SBrkr,1044,1054,0,2098,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1997.0,Fin,2.0,621.0,TA,TA,Y,331,38,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,49,0.0,1081600.0,1089936,4401604,4,81,1,4.0,385641.0,0.0,343,0.0,1124864000.0,1137893184,9234565192,8,729,1,8.0,239483061.0,0.0,2.6457513110645907,0.0,32.2490309931942,32.31098884280702,45.803929962395145,1.4142135623730951,3.0,1.0,1.4142135623730951,24.919871588754223,0.0
120,RM,60.0,4435,Pave,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,672.0,Unf,0.0,176.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,4,Typ,0,NA,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,36,28900.0,719104.0,719104,719104,1,16,0,4.0,176400.0,451584.0,216,4913000.0,609800192.0,609800192,609800192,1,64,0,8.0,74088000.0,303464448.0,2.449489742783178,13.038404810405298,29.120439557122072,29.120439557122072,29.120439557122072,1.0,2.0,0.0,1.4142135623730951,20.493901531919196,25.92296279363144
30,RL,67.0,8777,Pave,NA,Reg,Lvl,Inside,Mod,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,TA,N,SBrkr,640,0,0,640,0.0,0.0,1,0,2,1,TA,5,Min1,0,NA,Detchd,1945.0,Unf,1.0,240.0,TA,TA,N,0,0,0,0,0,0,NA,NA,NA,0,4,2010,ConLD,Normal,9,0.0,0.0,409600,409600,1,25,0,1.0,57600.0,0.0,27,0.0,0.0,262144000,262144000,1,125,0,1.0,13824000.0,0.0,1.7320508075688772,0.0,0.0,25.298221281347036,25.298221281347036,1.0,2.23606797749979,0.0,1.0,15.491933384829668,0.0
20,RL,68.0,8842,Pave,NA,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,381.0,381.0,GasA,Ex,Y,SBrkr,992,0,0,992,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1954.0,Unf,1.0,319.0,TA,TA,Y,60,0,56,0,0,0,NA,MnPrv,NA,0,1,2010,Oth,Abnorml,25,0.0,145161.0,984064,984064,1,36,0,1.0,101761.0,0.0,125,0.0,55306341.0,976191488,976191488,1,216,0,1.0,32461759.0,0.0,2.23606797749979,0.0,19.519221295943137,31.496031496047245,31.496031496047245,1.0,2.449489742783178,0.0,1.0,17.86057109949175,0.0
20,RL,60.0,10044,Pave,NA,IR1,Low,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1070.0,Unf,0.0,126.0,1196.0,GasA,TA,Y,SBrkr,1196,0,0,1196,1.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1968.0,RFn,1.0,336.0,TA,TA,Y,257,0,168,0,0,0,NA,MnPrv,NA,0,6,2010,WD,Normal,25,0.0,1430416.0,1430416,1430416,1,36,0,1.0,112896.0,1144900.0,125,0.0,1710777536.0,1710777536,1710777536,1,216,0,1.0,37933056.0,1225043000.0,2.23606797749979,0.0,34.583232931581165,34.583232931581165,34.583232931581165,1.0,2.449489742783178,0.0,1.0,18.33030277982336,32.71085446759225
50,RL,89.0,11792,Pave,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,744.0,744.0,GasA,Ex,N,FuseF,792,328,0,1120,0.0,0.0,1,0,2,1,Fa,5,Typ,0,NA,Detchd,1956.0,Unf,2.0,480.0,TA,Fa,P,0,0,0,0,160,0,NA,NA,NA,0,6,2010,WD,Abnorml,16,0.0,553536.0,627264,1254400,1,25,0,4.0,230400.0,0.0,64,0.0,411830784.0,496793088,1404928000,1,125,0,8.0,110592000.0,0.0,2.0,0.0,27.27636339397171,28.142494558940577,33.46640106136302,1.0,2.23606797749979,0.0,1.4142135623730951,21.908902300206645,0.0
80,RL,65.0,6305,Pave,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,TA,Y,SBrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1975.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,36,0.0,1016064.0,1201216,1201216,1,25,1,1.0,123904.0,278784.0,216,0.0,1024192512.0,1316532736,1316532736,1,125,1,1.0,43614208.0,147197952.0,2.449489742783178,0.0,31.74901573277509,33.1058907144937,33.1058907144937,1.0,2.23606797749979,1.0,1.0,18.76166303929372,22.978250586152114
20,RL,64.0,6410,Pave,NA,Reg,HLS,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1958,Hip,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,Ex,Y,SBrkr,960,0,0,960,0.0,0.0,1,0,3,1,TA,5,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,5,2010,WD,Normal,16,0.0,921600.0,921600,921600,1,25,0,0.0,0.0,0.0,64,0.0,884736000.0,884736000,884736000,1,125,0,0.0,0.0,0.0,2.0,0.0,30.983866769659336,30.983866769659336,30.983866769659336,1.0,2.23606797749979,0.0,0.0,0.0,0.0
30,RL,67.0,4853,Pave,NA,Reg,Bnk,Inside,Gtl,SWISU,Artery,Norm,1Fam,1Story,5,6,1924,1999,Gable,CompShg,MetalSd,VinylSd,BrkFace,203.0,TA,TA,BrkTil,TA,TA,Mn,Rec,133.0,Unf,0.0,974.0,1107.0,GasA,Fa,N,FuseA,1296,0,0,1296,0.0,0.0,2,0,2,1,Fa,5,Typ,1,Gd,Detchd,1979.0,Unf,1.0,260.0,TA,TA,Y,0,0,36,0,0,0,NA,MnPrv,NA,0,5,2010,WD,Normal,25,41209.0,1225449.0,1679616,1679616,4,25,1,1.0,67600.0,17689.0,125,8365427.0,1356572043.0,2176782336,2176782336,8,125,1,1.0,17576000.0,2352637.0,2.23606797749979,14.247806848775006,33.27160951922825,36.0,36.0,1.4142135623730951,2.23606797749979,1.0,1.0,16.1245154965971,11.532562594670797
30,RL,60.0,7890,Pave,NA,Reg,Lvl,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,238.0,Unf,0.0,618.0,856.0,GasA,TA,Y,SBrkr,856,0,0,856,1.0,0.0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,1939.0,Unf,2.0,399.0,TA,TA,Y,0,0,0,0,166,0,NA,NA,NA,0,3,2010,WD,Normal,36,0.0,732736.0,732736,732736,1,16,1,4.0,159201.0,56644.0,216,0.0,627222016.0,627222016,627222016,1,64,1,8.0,63521199.0,13481272.0,2.449489742783178,0.0,29.257477676655586,29.257477676655586,29.257477676655586,1.0,2.0,1.0,1.4142135623730951,19.974984355438178,15.427248620541512
90,RH,60.0,7200,Pave,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,4,6,1967,1967,Flat,Tar&Grv,Plywood,CBlock,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,TA,Y,SBrkr,862,1788,0,2650,0.0,0.0,3,0,6,2,TA,10,Min2,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,0,0,0,0,0,0,NA,NA,Shed,500,2,2010,WD,Normal,16,0.0,0.0,743044,7022500,9,100,0,0.0,0.0,0.0,64,0.0,0.0,640503928,18609625000,27,1000,0,0.0,0.0,0.0,2.0,0.0,0.0,29.359836511806396,51.478150704935004,1.7320508075688772,3.1622776601683795,0.0,0.0,0.0,0.0
50,RL,51.0,9839,Pave,NA,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,2,1931,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,Ex,Y,SBrkr,894,772,0,1666,1.0,0.0,1,0,3,1,TA,7,Typ,1,Gd,NA,0.0,NA,0.0,0.0,NA,NA,N,0,156,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,25,0.0,799236.0,799236,2775556,1,49,1,0.0,0.0,0.0,125,0.0,714516984.0,714516984,4624076296,1,343,1,0.0,0.0,0.0,2.23606797749979,0.0,29.899832775452108,29.899832775452108,40.8166632639171,1.0,2.6457513110645907,1.0,0.0,0.0,0.0
50,RL,78.0,10452,Pave,NA,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,6,1941,1985,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,371.0,Gd,Gd,BrkTil,Gd,TA,No,ALQ,426.0,BLQ,252.0,850.0,1528.0,GasA,Ex,Y,SBrkr,1225,908,0,2133,1.0,0.0,1,1,4,1,TA,8,Typ,2,TA,Attchd,1941.0,Unf,1.0,312.0,TA,TA,Y,0,0,86,0,0,0,NA,NA,NA,0,7,2010,WD,Normal,49,137641.0,2334784.0,1500625,4549689,1,64,4,1.0,97344.0,181476.0,343,51064811.0,3567549952.0,1838265625,9704486637,1,512,8,1.0,30371328.0,77308776.0,2.6457513110645907,19.261360284258224,39.08964057138413,35.0,46.184412955021955,1.0,2.8284271247461903,1.4142135623730951,1.0,17.663521732655695,20.639767440550294
90,RL,78.0,15600,Pave,NA,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1950,1991,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,TA,Gd,CBlock,TA,TA,No,ALQ,375.0,Unf,0.0,657.0,1032.0,GasA,Ex,Y,SBrkr,1102,1075,0,2177,0.0,0.0,2,1,5,2,TA,11,Typ,0,NA,Detchd,1950.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,25,184900.0,1065024.0,1214404,4739329,4,121,0,4.0,234256.0,140625.0,125,79507000.0,1099104768.0,1338273208,10317519233,8,1331,0,8.0,113379904.0,52734375.0,2.23606797749979,20.73644135332772,32.12475680841802,33.19638534539566,46.65833258915282,1.4142135623730951,3.3166247903554,0.0,1.4142135623730951,22.0,19.364916731037084
80,RL,85.0,19645,Pave,NA,IR1,Lvl,FR2,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,7,6,1994,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,TA,TA,PConc,Gd,TA,No,GLQ,343.0,Unf,0.0,80.0,423.0,GasA,Ex,Y,SBrkr,896,756,0,1652,1.0,0.0,2,1,3,1,Gd,6,Typ,0,NA,BuiltIn,1994.0,RFn,2.0,473.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,49,1936.0,178929.0,802816,2729104,4,36,0,4.0,223729.0,117649.0,343,85184.0,75686967.0,719323136,4508479808,8,216,0,8.0,105823817.0,40353607.0,2.6457513110645907,6.6332495807108,20.566963801203133,29.93325909419153,40.64480286580315,1.4142135623730951,2.449489742783178,0.0,1.4142135623730951,21.748563170931547,18.520259177452136
120,RM,35.0,3907,Pave,NA,IR1,HLS,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,747.0,Unf,0.0,235.0,982.0,GasA,Gd,Y,SBrkr,1034,0,0,1034,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1989.0,Fin,2.0,598.0,TA,TA,Y,141,36,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,64,0.0,964324.0,1069156,1069156,1,16,1,4.0,357604.0,558009.0,512,0.0,946966168.0,1105507304,1105507304,1,64,1,8.0,213847192.0,416832723.0,2.8284271247461903,0.0,31.336879231984796,32.155870381627054,32.155870381627054,1.0,2.0,1.0,1.4142135623730951,24.454038521274967,27.331300737432898
